name,country,vertical,category,city,address,lat,lng,phone,website,rating,total_reviews,has_website,types
Centro Médico,ar,clinics,health-wellness,Adolfo Alsina 2604 C1090AAR,"Adolfo Alsina 2604 C1090AAR, C1090AAR Cdad. Autónoma de Buenos Aires, Argentina",-34.6124162,-58.403377299999995,,,5,1,False,Medical Center
Hospital General de Agudos B. Rivadavia,ar,clinics,health-wellness,Av. Gral. Las Heras 2670,"Av. Gral. Las Heras 2670, C1425ASQ Cdad. Autónoma de Buenos Aires, Argentina",-34.5847818,-58.4016933,+54 11 4809-2000,https://buenosaires.gob.ar/hospitalrivadavia,3.8,1285,True,General hospital
Centro Médico Buenos Aires,ar,clinics,health-wellness,Calle 49 33 - 23 Centro,"Calle 49 33 - 23 Centro, Medellín, Antioquia, Colombia",6.2419641,-75.5554719,+57 604 2173938,http://www.centromedicobuenosairesmedellin.com/,3,281,True,Medical Center
MEDICAL CENTER BUENOS AIRES PRINCIPAL,ar,clinics,health-wellness,Tv. 54 #49- 45,"Tv. 54 #49- 45, Tacarena, Cartagena de Indias, Bolívar, Colombia",10.3905735,-75.4912296,+57 605 6931447,http://www.cmbuenosaires.com/,2.5,83,True,Medical Center
Centro Moreau,ar,clinics,health-wellness,Av. Nazca 1089,"Av. Nazca 1089, C1406 Cdad. Autónoma de Buenos Aires, Argentina",-34.6207148,-58.473976799999996,+54 11 4582-2555,https://www.centromoreau.com.ar/,4.7,2377,True,Medical Center
Centro Médico Monserrat,ar,clinics,health-wellness,Hipólito Yrigoyen 1210,"Hipólito Yrigoyen 1210, C1086 Cdad. Autónoma de Buenos Aires, Argentina",-34.6099199,-58.3836379,+54 41249602,https://monserrat.cmmonserrat.com.ar/,3.7,370,True,Medical Center
Centro Médico Buenos Aires Med - Line Sucursal Oviedo,ar,clinics,health-wellness,Edificio Lugo Business Center,"Edificio Lugo Business Center, Cl. 6 Sur #43 A - 200 Piso 6, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",6.1995881,-75.57443959999999,+57 604 3205780,http://www.centromedicobuenosairesmedellin.com/,2.7,51,True,Medical Center
Centro medico,ar,clinics,health-wellness,Saavedra 148,"Saavedra 148, C1083 Cdad. Autónoma de Buenos Aires, Argentina",-34.6116449,-58.403127299999994,,,3.2,5,False,Medical group
Centro Medico Barrio Santa Maria,ar,clinics,health-wellness,Cra. 52 #71 - 26,"Cra. 52 #71 - 26, Santa Maria, Medellín, Itagüí, Itagüi, Antioquia, Colombia",6.1829928999999995,-75.5980162,+57 604 2811597,http://www.centromedicobuenosairesmedellin.com/,2.7,95,True,Hospital
Medical Center for Women,ar,clinics,health-wellness,Paraguay 2452,"Paraguay 2452, C1121 Cdad. Autónoma de Buenos Aires, Argentina",-34.597923099999996,-58.402868899999994,+54 810-220-0125,https://www.centromedicomujer.com.ar/index.html,4.2,1056,True,Medical group
DM Medical Diagnosis,ar,clinics,health-wellness,Junín 1023,"Junín 1023, C1113 AAE, Cdad. Autónoma de Buenos Aires, Argentina",-34.5969137,-58.3973978,+54 11 4821-6900,http://www.diagnosticomedico.com/,3.3,474,True,Medical diagnostic imaging center
Swiss Medical Center Microcentro,ar,clinics,health-wellness,25 de Mayo 264,"25 de Mayo 264, C1002ABF Cdad. Autónoma de Buenos Aires, Argentina",-34.6047587,-58.371195799999995,+54 810-333-8876,https://www.swissmedicalcenter.com.ar/,3.2,497,True,Medical Center
"Servicios Médicos Buenos Aires, Turbaco-Bolivar",ar,clinics,health-wellness,Cra. 30 #20,"Cra. 30 #20, Turbaco, Bolívar, Colombia",10.338222799999999,-75.4211364,+57 318 3417858,https://www.cmbuenosaires.com/,3,6,True,Hospital
Belgrano Medical Center,ar,clinics,health-wellness,Av. del Libertador 8334,"Av. del Libertador 8334, C1429BNQ Cdad. Autónoma de Buenos Aires, Argentina",-34.5388295,-58.465162899999996,+54 11 5550-2300,http://www.cmbelgrano.com.ar/,3.3,212,True,Medical Center
Medic Center Caballito S.R.L.,ar,clinics,health-wellness,Av. Directorio 1662,"Av. Directorio 1662, C1406GZS Cdad. Autónoma de Buenos Aires, Argentina",-34.6307392,-58.450727199999996,+54 11 4632-4002,http://www.centromedicocaballito.com/,3.1,230,True,Medical Center
Integrative Medicine Belgrano SRL (headquarters),ar,clinics,health-wellness,Monroe 2681,"Monroe 2681, C1428 Cdad. Autónoma de Buenos Aires, Argentina",-34.5596843,-58.4624871,+54 11 7078-8888,http://www.belgranomi.com.ar/,3.2,237,True,Medical Center
Centro Médico ALASBA,ar,clinics,health-wellness,Billinghurst 979,"Billinghurst 979, C1417 Cdad. Autónoma de Buenos Aires, Argentina",-34.5983236,-58.4145931,+54 11 5979-7884,https://alasba.com/contact/,4.6,975,True,Medical Center
CEMIBA Medicina Laboral.,ar,clinics,health-wellness,Marcelo Torcuato de Alvear 2089,"Marcelo Torcuato de Alvear 2089, C1113 Cdad. Autónoma de Buenos Aires, Argentina",-34.5970697,-58.3973083,+54 11 4827-7700,https://www.cemiba.com.ar/,3,396,True,Medical Center
Centro Médico Buenos Aires Unidad De Cuidado Crónico,ar,clinics,health-wellness,Tv. 53 #51d-117,"Tv. 53 #51d-117, Alto Bosque, Cartagena de Indias, Bolívar, Colombia",10.3902029,-75.51622789999999,+57 56679300,https://www.cmbuenosaires.com/,3.4,9,True,Occupational safety and health
Centro Médico Accord Monserrat,ar,clinics,health-wellness,Tte. Gral. Juan Domingo Perón 1146,"Tte. Gral. Juan Domingo Perón 1146, C1038 Cdad. Autónoma de Buenos Aires, Argentina",-34.606296799999996,-58.3827612,+54 810-888-2226,https://www.centromedicoaccord.com.ar/,3.1,390,True,Medical Center
Servicios Médicos Buenos Aires - Unidad de resonancia magnética,ar,clinics,health-wellness,Dg. 62 #51a-28,"Dg. 62 #51a-28, Tacarena, Cartagena de Indias, Bolívar, Colombia",10.3913592,-75.49122779999999,+57 605 6931447,https://www.cmbuenosaires.com/,4.1,37,True,Medical clinic
Bazterrica Medical Center,ar,clinics,health-wellness,Tte. Gral. Juan Domingo Perón 1739,"Tte. Gral. Juan Domingo Perón 1739, C1037 ACG, Cdad. Autónoma de Buenos Aires, Argentina",-34.6066187,-58.3912621,+54 11 4375-0556,http://www.cmbazterrica.com.ar/,3.3,755,True,Medical clinic
Consultorios Médicos Maipú SA,ar,clinics,health-wellness,Hilarión de la Quintana 782,"Hilarión de la Quintana 782, B1602AEB Florida, Provincia de Buenos Aires, Argentina",-34.5312488,-58.4808636,+54 11 4837-3700,http://cmmsa.com.ar/,4.1,2181,True,Doctor
Consultorio Médico,ar,clinics,health-wellness,Malabia 444 2 E,"Malabia 444 2 E, C1414 Cdad. Autónoma de Buenos Aires, Argentina",-34.5984203,-58.4393628,+54 11 6287-3888,,5,57,False,General practitioner
Consultorios Plaza,ar,clinics,health-wellness,Otamendi 629,"Otamendi 629, C1405 Cdad. Autónoma de Buenos Aires, Argentina",-34.609307,-58.434332999999995,+54 11 4982-8184,http://plazaconsultorios.com.ar/,3.4,218,True,Medical office
Consultorios Medicos,ar,clinics,health-wellness,C1408GWV,"C1408GWV, Martiniano Leguizamón 1080, C1408GWV Cdad. Autónoma de Buenos Aires, Argentina",-34.649236699999996,-58.5128965,+54 46411012,https://instagram.com/cmleguizamon,3.6,158,True,Doctor
MEDICAL OFFICE BUENOS AIRES,ar,clinics,health-wellness,Manuel Belgrano 1266,"Manuel Belgrano 1266, B1854 Longchamps, Provincia de Buenos Aires, Argentina",-34.8582545,-58.3860655,+54 11 6085-3180,http://consultoriosbuenosaires.com/,4.1,243,True,Medical Center
Devoto Medical Center,ar,clinics,health-wellness,Segurola 2127,"Segurola 2127, C1417 Cdad. Autónoma de Buenos Aires, Argentina",-34.6167464,-58.503467199999996,+54 11 4566-5734,https://devotocentromedico.com.ar/,4.4,758,True,Wellness center
Médico Clinico particular Caba Palermo consultorio privado Dr Leandro Heffner,ar,clinics,health-wellness,Güemes 4255,"Güemes 4255, C1425 Cdad. Autónoma de Buenos Aires, Argentina",-34.583657599999995,-58.420622599999994,+54 9 11 6266-7956,https://equilibriomio.com.ar/medico-clinico/,4,4,True,Family practice physician
Consultorios Av. de Mayo,ar,clinics,health-wellness,Av. de Mayo 975 Piso 3,"Av. de Mayo 975 Piso 3, C1084AAE Cdad. Autónoma de Buenos Aires, Argentina",-34.6088194,-58.380266899999995,+54 11 4345-0609,http://www.consultoriosavmayo.com.ar/,3.7,44,True,Doctor
Clinica del Sol,ar,clinics,health-wellness,Av. Cnel. Díaz 2211,"Av. Cnel. Díaz 2211, C1425 Cdad. Autónoma de Buenos Aires, Argentina",-34.5865569,-58.408110799999996,+54 11 4827-7600,http://www.cdelsol.com.ar/,3.1,679,True,Medical clinic
Consultorios Barrio Norte,ar,clinics,health-wellness,Av. Sta. Fe 1979 6°B,"Av. Sta. Fe 1979 6°B, C1123 Cdad. Autónoma de Buenos Aires, Argentina",-34.5955504,-58.3956835,+54 11 2107-1626,http://www.consultoriosbarrionorte.com.ar/,3.9,28,True,Medical office
Centro Medico Arenales,ar,clinics,health-wellness,Arenales 1611,"Arenales 1611, C1061AAS Cdad. Autónoma de Buenos Aires, Argentina",-34.5949838,-58.3902857,+54 11 4816-9408,http://www.consultoriointegralarenales.com.ar/,3.1,33,True,Medical Center
Consultorio Medicos,ar,clinics,health-wellness,Moreno 850,"Moreno 850, C1091AAR Cdad. Autónoma de Buenos Aires, Argentina",-34.611846299999996,-58.378448999999996,+54 11 4342-2815,,4.5,2,False,Doctor
