name,vertical,category,city,address,lat,lng,phone,website,rating,total_reviews,has_website,types
Sanatorio Americano,clinics,health-wellness,Av. España 935 c,"Av. España 935 c, Asunción 001209, Paraguay",-25.286288199999998,-57.615288899999996,+595 21 200 226,http://www.doctosalud.com.py/,4.4,59,True,Private hospital
Clínica Portas del Escudo,clinics,health-wellness,Asunción 001203,"354, Asunción 001203, Paraguay",-25.269114599999998,-57.597893299999996,+595 971 998699,https://www.instagram.com/portas_py/,4.6,12,True,Specialized clinic
Centro Médico Mónaco,clinics,health-wellness,Sacramento esq,"Sacramento esq, Liberacion 1244, San Lorenzo, Paraguay",-25.3686761,-57.518111,+595 971 540783,http://www.centromedicomonaco.com.py/,4.9,147,True,Medical Center
Centro Médico Corppolive,clinics,health-wellness,Santisimo Sacramento 3069,"Santisimo Sacramento 3069, Asunción 001519, Paraguay",-25.255341299999998,-57.577259299999994,+595 971 568547,,5,259,False,Medical Center
Azur Centro Médico,clinics,health-wellness,Avenida Lázaro Cárdenas,"Avenida Lázaro Cárdenas, Paraguay esquina, Lomas de las Flores, 24060 San Francisco de Campeche, Camp., Mexico",19.8170465,-90.5244757,+52 981 106 6206,,1,1,False,Medical Center
Centro Médico San Miguel,clinics,health-wellness,Barrio Victoria Gral. Díaz c/ 14 de Mayo,"Barrio Victoria Gral. Díaz c/ 14 de Mayo, 2770, Paraguay",-25.398758299999997,-57.286436599999995,+595 984 467636,https://instagram.com/centromedicosanmiguel53?igshid=OGQ5ZDc2ODk2ZA==,5,1,True,Medical Center
Clínica CETRO S.A.,clinics,health-wellness,33 Orientales esq,"33 Orientales esq, Asunción 001227, Paraguay",-25.2977562,-57.6089549,+595 21 225 305,https://www.facebook.com/CetroSA/,4.3,21,True,Medical Center
Centro Médico del Paraná,clinics,health-wellness,G927+J63,"G927+J63, Octavio Bosch, Cd. del Este 100128, Paraguay",-25.4984942,-54.6369586,,,5,5,False,Specialized hospital
Medvital Centro Médico Integral,clinics,health-wellness,MFGJ+HG,"MFGJ+HG, Av. Mariscal López Shopping Pinedo, Local 116 San Lorenzo, Av. Mariscal López y, San Lorenzo 0000, Paraguay",-25.323857999999998,-57.518856199999995,+595 974 569716,http://www.medvital.com.py/,3.5,116,True,Medical Center
Centro Médico Francés,clinics,health-wellness,Av. Eusebio Ayala 4870,"Av. Eusebio Ayala 4870, Asunción 001427, Paraguay",-25.317894,-57.5699258,+595 971 253000,https://linktr.ee/centromedicofrances,4.5,17,True,Medical Center
Cirujano Vascular Y Flebologo Especialista En Varices- Dr.Canata Paraguay,clinics,health-wellness,Av. Gral. Bernardino Caballero 729,"Av. Gral. Bernardino Caballero 729, Asunción 1849, Paraguay",-25.2998567,-57.6084162,+595 21 214 191,https://ecodopplerparaguay.com.py/,3.3,4,True,Medical Center
Centro Médico del Norte,clinics,health-wellness,Capiíbary,"330, Capiíbary, Paraguay",-24.7285515,-56.0175316,+595 972 230001,,5,1,False,Wellness center
Guaireño Medical Center,clinics,health-wellness,Pte. Franco,"Pte. Franco, Villarrica 040109, Paraguay",-25.7794341,-56.450401199999995,+595 541 42363,,3.8,92,False,Hospital
Centro Médico Alba,clinics,health-wellness,Av. Perú 421,"Av. Perú 421, Asunción 001224, Paraguay",-25.291391599999997,-57.6203668,+595 21 200 263,,4.7,3,False,Medical Center
Sanatorio Británico,clinics,health-wellness,Parapití 1155,"Parapití 1155, Asunción 1001, Paraguay",-25.294765299999998,-57.633014599999996,+595 21 379 8000,https://www.britanico.com.py/,3.3,410,True,Private hospital
"LifeCenter, Centro Médico",clinics,health-wellness,Cerro Corá 1363,"Cerro Corá 1363, Asunción 001220, Paraguay",-25.2908713,-57.622366899999996,+595 974 456601,https://www.medilifeparaguay.com/,5,8,True,Medical Center
Consultorios Medicos Asuncion de especialidades,clinics,health-wellness,Prol. Josefa Ortiz de Domínguez 745,"Prol. Josefa Ortiz de Domínguez 745, Jardines de Aguascalientes, 20270 Aguascalientes, Ags., Mexico",21.867208899999998,-102.2865155,+52 449 140 6540,,4.1,8,False,Medical office
Centro Médico la Asunción,clinics,health-wellness,100 m oeste de la Municipalidad de Curridabat,"100 m oeste de la Municipalidad de Curridabat, C. 91, San José, Curridabat, 11801, Costa Rica",9.915746799999999,-84.0367066,+506 2272 0808,http://centromedicoasuncion.com/,4.4,70,True,Medical Center
"Farmacia y Consultorios Médicos ""La Asunción""",clinics,health-wellness,Av. Cuauhtémoc Sur 2309,"Av. Cuauhtémoc Sur 2309, Xicotzingo, San Bernardino Tlaxcalancingo, 72820 San Bernardino Tlaxcalancingo, Pue., Mexico",19.017276499999998,-98.288218,,,5,6,False,Medical office
Consultorio medico asuncion,clinics,health-wellness,Av. Aeropuerto 141 Loc.2 Esq. Lago Azul,"Av. Aeropuerto 141 Loc.2 Esq. Lago Azul, Av Aeropuerto 141, Cd. Lago, Cd Lago, 57180 Cdad. Nezahualcóyotl, Méx., Mexico",19.4613959,-99.0433417,,,5,1,False,Doctor
