name,vertical,category,city,address,lat,lng,phone,website,rating,total_reviews,has_website,types
Auditing - Auditoria Externa y Consultoria,accountants,b2b-professional,Los mangales entre,"Los mangales entre, La Esperanza y, Luque, Paraguay",-25.2898598,-57.476271,+595 981 101182,,4.5,27,False,Corporate office
Gestión Empresarial Estudio de Auditoria y Consultoria,accountants,b2b-professional,Dr. Francisco Morra 201,"Dr. Francisco Morra 201, Asunción 1411, Paraguay",-25.2937309,-57.5786484,+595 21 201 630,http://www.gestion.com.py/,5,2,True,Auditor
Controller Contadores & Auditores,accountants,b2b-professional,Torre 2,"Torre 2, Aviadores del Chaco N° 2050, Asunción 001410, Paraguay",-25.284328499999997,-57.567081099999996,+595 21 603 044,,5,1,False,Corporate office
AM Auditores Y Asociados,accountants,b2b-professional,Asunción 001415,"Asunción 001415, Paraguay",-25.3102815,-57.571584099999995,+595 21 200 795,,5,6,False,Corporate office
FVV Auditores y Consultores de Capital y Talento Humano.,accountants,b2b-professional,22 de Septiembre N° 624 entre,"22 de Septiembre N° 624 entre, Félix de Azara y, Paraguay",-25.280597399999998,-57.638683799999995,+595 21 224 070,,4.8,436,False,Human resource consulting
PCG AUDITORES CONSULTORES,accountants,b2b-professional,Prócer Agustín Yegros 627 c,"Prócer Agustín Yegros 627 c, Asunción 001528, Paraguay",-25.269981599999998,-57.573513299999995,+595 21 203 965,http://www.pcg.com.py/,4.3,16,True,Corporate office
ADR Contabilidad Auditoría e Consultoria,accountants,b2b-professional,F9JG+XJH,"F9JG+XJH, Edif. Los Yerbales, Av. del Lago, Cd. del Este 1259, Paraguay",-25.51756,-54.6234034,+595 984 241339,,5,58,False,Accounting firm
AUDICON,accountants,b2b-professional,Alberdi,"Alberdi, Asunción 001102, Paraguay",-25.291504999999997,-57.6426774,+595 21 445 770,http://www.audicon.com.py/,4.3,6,True,Consultant
CONAUDIT - Contadores y Auditores Asociados,accountants,b2b-professional,Yegros 947,"Yegros 947, Asunción 001101, Paraguay",-25.2884694,-57.636432799999994,+595 21 448 808,https://www.conaudit.com.py/,4.3,6,True,Corporate office
Consultores y Auditores S.A. (CYA),accountants,b2b-professional,P944+P2W,"P944+P2W, Francisco Dupuys &, 14 De Mayo, Asunción, Paraguay",-25.2931359,-57.644911199999996,,http://consultoresyauditores.net/,,0,True,Government office
Russell Bedford Paraguay,accountants,b2b-professional,Jejuí 1036,"Jejuí 1036, Asunción 001009, Paraguay",-25.2849711,-57.646637399999996,+595 982 887298,https://russellbedford.com.py/,5,11,True,Accountant
AIDE - Auditoria Integral de Empresas,accountants,b2b-professional,Dr.Andres Barbero & 1 De Nov,"Dr.Andres Barbero & 1 De Nov, Capiatá, Paraguay",-25.350259299999998,-57.4453989,+595 21 228 377,http://www.aide.com.py/,4.5,2,True,Corporate office
PwC Paraguay,accountants,b2b-professional,Av. Santa Teresa 1827 y Aviadores del Chaco. Paseo La Galería,"Av. Santa Teresa 1827 y Aviadores del Chaco. Paseo La Galería, Torre 2 - Piso 24, Paraguay",-25.2843791,-57.5626835,+595 21 418 8000,http://www.pwc.com/py/es.html,3.6,13,True,Accountant
EY Paraguay,accountants,b2b-professional,Av. Mariscal López 3794 &,"Av. Mariscal López 3794 &, Cruz Del Chaco, Asunción, Paraguay",-25.2947357,-57.5792521,+595 21 664 308,http://www.ey.com/,4.6,19,True,Corporate office
Empresa Consultora de Auditoría,accountants,b2b-professional,P97C+CC7,"P97C+CC7, Tacuary, Asunción 001219, Paraguay",-25.286474899999998,-57.628945099999996,+595 21 443 359,,5,1,False,Accounting
"A&CA ""Auditores & Consultores Asociados""",accountants,b2b-professional,Minas Cue Nº 697 y,"Minas Cue Nº 697 y, Luque 110901, Paraguay",-25.2765453,-57.491486699999996,+595 982 697628,https://www.aycauditores.com.py/,5,7,True,Corporate office
