name,vertical,category,city,address,lat,lng,phone,website,rating,total_reviews,has_website,types
𝗏𝗂𝖽𝖺𝗱𝗲𝗻𝘁𝗮𝗹,dentists,health-wellness,M9RM+8R8,"M9RM+8R8, Av. Dr. Fernando de la Mora 138 casi, Asunción 001311, Paraguay",-25.309198199999997,-57.615420699999994,+595 991 707289,https://wa.me/595991707289,4.9,66,True,Dentist
Consultorio Dra. Malu Sosa Plate - Odonto ML,dentists,health-wellness,Av. Gral. Bernardino Caballero 729,"Av. Gral. Bernardino Caballero 729, Asunción 001228, Paraguay",-25.2999016,-57.608588,+595 981 335213,https://www.instagram.com/odontoml/,5,54,True,Dental clinic
Consultorio Odontológico Dra. Lilian Rodas,dentists,health-wellness,Músicos del Chaco casi,"Músicos del Chaco casi, Asunción 1854, Paraguay",-25.3173133,-57.561347299999994,+595 982 119132,,4.9,29,False,Dentist
Moreira Odontología Digital,dentists,health-wellness,Paseo La Galería Local 148,"Paseo La Galería Local 148, Av. Sta. Teresa 1827, Asunción 001410, Paraguay",-25.2852771,-57.563072,+595 986 605580,http://moreira.com.py/,4.8,69,True,Dentist
Ortodoncia Dr.Khaled Dental Studio,dentists,health-wellness,Radio Operadores del Chaco &,"Radio Operadores del Chaco &, Herminio Giménez, Asunción, Paraguay",-25.3042066,-57.5986858,+595 984 815302,http://instagram.com/ortodonciadr.khaled/,4.9,135,True,Dental clinic
San Lorenzo clinical Odontoandrauss,dentists,health-wellness,Julian,"Julian, Julia Miranda Cueto Esquina, San Lorenzo 111423, Paraguay",-25.3421128,-57.5046865,+595 982 189100,http://www.odontoandrauss.com.py/,4.9,131,True,Dental clinic
Clínica Odonto Care - Implantes y Estética Dental en CDE,dentists,health-wellness,Av. San Blás,"Av. San Blás, Cd. del Este 7000, Paraguay",-25.509622,-54.628330299999995,+595 985 340802,https://odontocarepy.com/,4.9,154,True,Dentist
ZALE ESTÉTICA DENTAL,dentists,health-wellness,Pedro Getto casi,"Pedro Getto casi, Fernando de la Mora 110308, Paraguay",-25.3191746,-57.5574618,+595 982 113760,https://www.esteticadental.com.py/,4.7,72,True,Dental clinic
M&M Odontoclinica,dentists,health-wellness,Azara 195,"Azara 195, Luque 110921, Paraguay",-25.2664796,-57.4866098,+595 974 751309,,4.8,247,False,Dental clinic
DENTAL PARAGUAY S.A.,dentists,health-wellness,Fulgencio Yegros,"Fulgencio Yegros, &, Luque, Paraguay",-25.265543299999997,-57.4903148,+595 971 509869,https://dentalparaguay.com.py/,3.4,15,True,Dental clinic
Clinica Dental Chen,dentists,health-wellness,Dr. Carlos Centurion,"Dr. Carlos Centurion, &, Asunción, Paraguay",-25.3116159,-57.5974991,+595 986 283661,,4.9,14,False,Doctor
Clínica Integral Andrade,dentists,health-wellness,Gomez De Castro 230,"Gomez De Castro 230, Asunción 001411, Paraguay",-25.289749999999998,-57.586068,+595 991 676368,,4.8,23,False,Dental clinic
Dra. Natalia Zavala | Odontología Biológica Asunción,dentists,health-wellness,Augusto Roa Bastos,"Augusto Roa Bastos, Asunción 001530, Paraguay",-25.2838565,-57.580632099999995,+595 981 926300,https://dranataliazavalabi.wixsite.com/natalia-zavala---sal,5,12,True,Dental clinic
CREB Clinica Dental,dentists,health-wellness,Capitan Juan Valeriano Zeballos 1826,"Capitan Juan Valeriano Zeballos 1826, entre Jose Marti y, Asunción, Paraguay",-25.3092498,-57.5863075,+595 981 975776,,4.7,66,False,Dental clinic
Clinica Elgue,dentists,health-wellness,Sta. Rosa 944,"Sta. Rosa 944, Asunción 001535, Paraguay",-25.282557699999998,-57.590213,+595 971 999888,http://www.elgue.com/,4.8,76,True,Dental clinic
Consultorio Dental Zimerliz,dentists,health-wellness,Teniente López,"Teniente López, Asunción 000347, Paraguay",-25.307117899999998,-57.5588598,+595 986 438046,https://consultoriozimerliz.com/,5,47,True,Dental clinic
Clinica Zanon,dentists,health-wellness,General Santos,"General Santos, Serrati 420, Asunción, Paraguay",-25.289369699999998,-57.609880999999994,+595 981 858199,https://zanon.com.py/,4.7,30,True,Dentist
CLIDENT - Clínica Dental,dentists,health-wellness,Av. José Felix Bogado 1253,"Av. José Felix Bogado 1253, Asunción 001222, Paraguay",-25.305604199999998,-57.631611199999995,+595 21 211 701,,5,7,False,Doctor
Quality Dental Clinic,dentists,health-wellness,Asunción 001408,"Asunción 001408, Paraguay",-25.2925424,-57.5687563,+595 21 606 378,,4.8,17,False,Dental clinic
