name,vertical,category,city,address,lat,lng,phone,website,rating,total_reviews,has_website,types
Livieres Guggiari,lawyers,b2b-professional,Pitiantuta 640,"Pitiantuta 640, Asunción 001208, Paraguay",-25.286470299999998,-57.605131099999994,+595 21 221 478,http://www.livieresg.com.py/,4.6,56,True,Barrister
Paixao & Asociados.,lawyers,b2b-professional,Rafael Barret 5691,"Rafael Barret 5691, Asunción 001420, Paraguay",-25.3110651,-57.580650999999996,+595 981 998336,https://paixao-asociados.com/,5,24,True,Attorney
Abogalexus,lawyers,b2b-professional,Testanova casi,"Testanova casi, Asunción 001004, Paraguay",-25.287231199999997,-57.654945299999994,+595 983 214530,https://abogalexus.com/,5,4,True,Attorney
Estudio Juridico Recalde D'Andrea,lawyers,b2b-professional,Av. Aviadores del Chaco 3100,"Av. Aviadores del Chaco 3100, Asunción 1725, Paraguay",-25.278823199999998,-57.555865,+595 21 664 179,http://www.recalde-dandrea.com.py/,4.4,25,True,Law firm
Saguier Abente Law Firm,lawyers,b2b-professional,Fray Luis de León Nº239 esq. Diego de,"Fray Luis de León Nº239 esq. Diego de, Velazquez, Asunción 2785, Paraguay",-25.2850346,-57.599615099999994,+595 21 221 836,http://www.saguierabente.com/,4.8,23,True,Law firm
"Palacios, Prono & Talavera Abogados",lawyers,b2b-professional,Asunción,"988, Asunción, Paraguay, José Berges, Asunción, Paraguay",-25.287848699999998,-57.617611,+595 21 228 950,,4.8,20,False,Law firm
RMG Abogados,lawyers,b2b-professional,Narciso López 792,"Narciso López 792, Esquina Cuba, Asunción 1151, Paraguay",-25.2926286,-57.6531604,+595 981 420441,http://www.rmg.com.py/,4.8,26,True,Legal services
Estudio Jurídico Gross Brown,lawyers,b2b-professional,Benjamin Constant 624,"Benjamin Constant 624, Asunción 001013, Paraguay",-25.2793896,-57.636804899999994,+595 21 444 426,https://www.grossbrown.com.py/,4.7,41,True,Paralegal services provider
"Turbaux, Fuchs, Zorraquín, Abogados",lawyers,b2b-professional,Capitan Herminio Maldonado N° 844,"Capitan Herminio Maldonado N° 844, Asunción 001407, Paraguay",-25.2929803,-57.5649021,+595 981 619000,http://www.estudiotfz.com/,4.9,30,True,Legal services
"GHP Abogados / Lawyers, Guanes, Heisecke & Piera",lawyers,b2b-professional,Dr. Ricardo Brugada 196,"Dr. Ricardo Brugada 196, Asunción 001207, Paraguay",-25.287275599999997,-57.600808699999995,+595 971 780640,https://www.ghp.com.py/,4.8,34,True,Law firm
Estudio Juridico Asuncion - EJA,lawyers,b2b-professional,P957+9PX,"P957+9PX, Asunción 001103, Paraguay",-25.291518699999997,-57.6356319,+595 21 498 637,,3.8,19,False,Legal services
Estudio Jurídico LEGALS,lawyers,b2b-professional,Dr. Juan Eulogio Estigarribia 4670,"Dr. Juan Eulogio Estigarribia 4670, Asunción 001412, Paraguay",-25.2942055,-57.5847352,+595 21 615 2356,http://www.legals.com.py/,4.8,23,True,Law firm
Estudio Jurídico GM (Abogados Bruno González y Fátima Mercado),lawyers,b2b-professional,Mayor José Lamas Carisimo 856,"Mayor José Lamas Carisimo 856, Asunción 1702, Paraguay",-25.310784599999998,-57.5636114,+595 991 516714,http://estudio-juridico-g-m.webnode.es/,4.4,38,True,Legal services
Asesoria Legal Del Este,lawyers,b2b-professional,Abdon Palacios,"Abdon Palacios, Cd. del Este 7000, Paraguay",-25.5090655,-54.6236262,+595 61 502 581,http://www.asesorialegaldeleste.com/,4.8,5,True,Business attorney
Amarilla Abogados Estudio,lawyers,b2b-professional,Monseñor Hernando de Trejo y Sanabria 1446,"Monseñor Hernando de Trejo y Sanabria 1446, Asunción 001006, Paraguay",-25.291115899999998,-57.664561899999995,+595 21 423 510,https://amarillaabogados.com.py/,4.8,24,True,Law firm
Lawyers Fuster study,lawyers,b2b-professional,Piribebuy 1035 entre Colón y Hernandarias,"Piribebuy 1035 entre Colón y Hernandarias, Asunción 1131, Paraguay",-25.283040099999997,-57.645182399999996,+595 976 684476,http://www.estudiofuster.com.py/,4.5,31,True,Law firm
Parquet & Asociados,lawyers,b2b-professional,Santisimo Sacramento 1026,"Santisimo Sacramento 1026, Asunción 001530, Paraguay",-25.281544399999998,-57.586982,+595 21 200 255,https://www.parquet.com.py/,4.1,15,True,Law firm
Estudio Juridico Hernandarias,lawyers,b2b-professional,Hernandarias 730,"Hernandarias 730, Asunción 001010, Paraguay",-25.2807624,-57.6447838,+595 21 490 268,,4.7,11,False,Law firm
Estudio Beconi SA,lawyers,b2b-professional,Ayolas 102 y,"Ayolas 102 y, Asunción 1206, Paraguay",-25.2775268,-57.63823,+595 21 492 836,http://www.estudiobeconi.com/,4.7,27,True,Law firm
Barriocanal Abogados - Estudio Jurídico,lawyers,b2b-professional,"Edif. ex ""Banco do Brasil","Edif. ex ""Banco do Brasil, Ntra. Sra. de la Asunción. 540, entre Oliva y, Asunción, Paraguay",-25.2838527,-57.635601699999995,+595 21 440 911,http://www.barriocanal.com.py/v1,4.9,12,True,Law firm
