name,vertical,category,city,address,lat,lng,phone,website,rating,total_reviews,has_website,types
Clínica Dr. Brown,veterinarians,pets-animals,Quesada 4421,"Quesada 4421, Asunción 001412, Paraguay",-25.2921995,-57.5863326,+595 981 504325,,4.6,77,False,Animal hospital
LARI VET,veterinarians,pets-animals,Chile 2299,"Chile 2299, Asunción 001104, Paraguay",-25.2979499,-57.645792799999995,+595 971 563241,,4.6,106,False,Veterinarian
Demovet Medicina Felina,veterinarians,pets-animals,De Las Palmeras esquina,"De Las Palmeras esquina, Asunción 001414, Paraguay",-25.3014363,-57.5894342,+595 982 134552,http://www.facebook.com/demovet,4.8,254,True,Veterinarian
Ferrer Centro Veterinario,veterinarians,pets-animals,Mcal Lopez 1123 entre,"J.M, Mcal Lopez 1123 entre, Gral. Mariano Melgarejo y, Asunción 1102, Paraguay",-25.2920631,-57.6132882,+595 983 972397,,4.8,73,False,Veterinarian
Clínica Veterinaria Tacuary,veterinarians,pets-animals,Tacuary 942,"Tacuary 942, Asunción 001219, Paraguay",-25.290935299999997,-57.6320299,+595 21 440 240,,4.7,718,False,Veterinarian
Guau Y Michi,veterinarians,pets-animals,P927+VGV,"P927+VGV, Asunción 001103, Paraguay",-25.297760699999998,-57.636188399999995,+595 981 430144,,4,288,False,Animal hospital
HVA HOSPITAL VETERINARIO,veterinarians,pets-animals,Dr. Antonio Bestard 576,"Dr. Antonio Bestard 576, Asunción 1420, Paraguay",-25.287084,-57.5854608,+595 982 516811,http://www.instagram.com/hva.py,4,46,True,Emergency veterinarian service
GreenVet,veterinarians,pets-animals,Mayor José Rosa Aranda,"Mayor José Rosa Aranda, Asunción 001418, Paraguay",-25.3113647,-57.563563599999995,+595 991 171194,,4.7,171,False,Veterinarian
Veterinaria LO DE ALFONSO,veterinarians,pets-animals,Futsal 88 N° 1593 e,"Futsal 88 N° 1593 e, Asunción 001525, Paraguay",-25.2682078,-57.562172399999994,+595 981 781332,,4.5,33,False,Emergency veterinarian service
BIENESTAR ANIMAL S.A,veterinarians,pets-animals,José Asunción Flores 3815,"José Asunción Flores 3815, Asunción 001229, Paraguay",-25.3058703,-57.6008152,+595 21 550 458,http://www.bienestaranimal.com.py/,4.5,182,True,Veterinary pharmacy
Veterinary Mr. Dog,veterinarians,pets-animals,MCHX+X87,"MCHX+X87, 10 de Julio 461, Fernando de la Mora 2300, Paraguay",-25.3201155,-57.551724,,,4.5,652,False,Veterinarian
Clínica Veterinaria PataVet,veterinarians,pets-animals,Paz del Chaco c/Capellanes Fernando de la Mora Sur,"Paz del Chaco c/Capellanes Fernando de la Mora Sur, 2300, Paraguay",-25.3539216,-57.5593892,+595 972 996216,,4.2,234,False,Animal hospital
Hospital Veterinario de la Facultad de Ciencias Veterinarias - UNA,veterinarians,pets-animals,MF8G+828,"MF8G+828, San Lorenzo 111421, Paraguay",-25.334204,-57.5249106,+595 21 591 361,http://www.vet.una.py/web/,4.5,772,True,Animal hospital
Servi Vet,veterinarians,pets-animals,Tajy Poty esquina Jazmín del paraguay Jazmín del Paraguay esquina Tajy Poty San Lorenzo,"Tajy Poty esquina Jazmín del paraguay Jazmín del Paraguay esquina Tajy Poty San Lorenzo, 1989, Paraguay",-25.3562846,-57.5352903,+595 994 343020,,4.1,57,False,Veterinarian
"Hospital Veterinario ""La Asuncion""",veterinarians,pets-animals,JFXQ+835,"JFXQ+835, Cdad. de Guatemala, Guatemala",14.648256,-90.5122517,+502 2232 5882,,4.6,188,False,Veterinarian
Clínica Veterinaria La Asunción,veterinarians,pets-animals,Carrer Antonio Brotons Pastor,"Carrer Antonio Brotons Pastor, 37, 03205 Elx, Alicante, Spain",38.270677299999996,-0.7125946,+34 966 67 00 43,https://www.clinicaveterinarialaasuncion.com/,4.8,602,True,Veterinarian
Veterinaria Asuncion Comas,veterinarians,pets-animals,Jr Asuncion 571 El Parral Comas,"Jr Asuncion 571 El Parral Comas, Lima, Peru",-11.9570376,-77.05574639999999,+51 986 689 786,http://veterinariaasuncion.pe/,4.7,192,True,Veterinarian
