name,vertical,category,city,address,lat,lng,phone,website,rating,total_reviews,has_website,types
Auditing - Auditoria Externa y Consultoria,accountants,b2b-professional,Los mangales entre,"Los mangales entre, La Esperanza y, Luque, Paraguay",-25.2898598,-57.476271,+595 981 101182,,4.5,27,False,Corporate office
Gestión Empresarial Estudio de Auditoria y Consultoria,accountants,b2b-professional,Dr. Francisco Morra 201,"Dr. Francisco Morra 201, Asunción 1411, Paraguay",-25.2937309,-57.5786484,+595 21 201 630,http://www.gestion.com.py/,5,2,True,Auditor
Controller Contadores & Auditores,accountants,b2b-professional,Torre 2,"Torre 2, Aviadores del Chaco N° 2050, Asunción 001410, Paraguay",-25.284328499999997,-57.567081099999996,+595 21 603 044,,5,1,False,Corporate office
AM Auditores Y Asociados,accountants,b2b-professional,Asunción 001415,"Asunción 001415, Paraguay",-25.3102815,-57.571584099999995,+595 21 200 795,,5,6,False,Corporate office
FVV Auditores y Consultores de Capital y Talento Humano.,accountants,b2b-professional,22 de Septiembre N° 624 entre,"22 de Septiembre N° 624 entre, Félix de Azara y, Paraguay",-25.280597399999998,-57.638683799999995,+595 21 224 070,,4.8,436,False,Human resource consulting
PCG AUDITORES CONSULTORES,accountants,b2b-professional,Prócer Agustín Yegros 627 c,"Prócer Agustín Yegros 627 c, Asunción 001528, Paraguay",-25.269981599999998,-57.573513299999995,+595 21 203 965,http://www.pcg.com.py/,4.3,16,True,Corporate office
ADR Contabilidad Auditoría e Consultoria,accountants,b2b-professional,F9JG+XJH,"F9JG+XJH, Edif. Los Yerbales, Av. del Lago, Cd. del Este 1259, Paraguay",-25.51756,-54.6234034,+595 984 241339,,5,58,False,Accounting firm
AUDICON,accountants,b2b-professional,Alberdi,"Alberdi, Asunción 001102, Paraguay",-25.291504999999997,-57.6426774,+595 21 445 770,http://www.audicon.com.py/,4.3,6,True,Consultant
CONAUDIT - Contadores y Auditores Asociados,accountants,b2b-professional,Yegros 947,"Yegros 947, Asunción 001101, Paraguay",-25.2884694,-57.636432799999994,+595 21 448 808,https://www.conaudit.com.py/,4.3,6,True,Corporate office
Consultores y Auditores S.A. (CYA),accountants,b2b-professional,P944+P2W,"P944+P2W, Francisco Dupuys &, 14 De Mayo, Asunción, Paraguay",-25.2931359,-57.644911199999996,,http://consultoresyauditores.net/,,0,True,Government office
Russell Bedford Paraguay,accountants,b2b-professional,Jejuí 1036,"Jejuí 1036, Asunción 001009, Paraguay",-25.2849711,-57.646637399999996,+595 982 887298,https://russellbedford.com.py/,5,11,True,Accountant
AIDE - Auditoria Integral de Empresas,accountants,b2b-professional,Dr.Andres Barbero & 1 De Nov,"Dr.Andres Barbero & 1 De Nov, Capiatá, Paraguay",-25.350259299999998,-57.4453989,+595 21 228 377,http://www.aide.com.py/,4.5,2,True,Corporate office
PwC Paraguay,accountants,b2b-professional,Av. Santa Teresa 1827 y Aviadores del Chaco. Paseo La Galería,"Av. Santa Teresa 1827 y Aviadores del Chaco. Paseo La Galería, Torre 2 - Piso 24, Paraguay",-25.2843791,-57.5626835,+595 21 418 8000,http://www.pwc.com/py/es.html,3.6,13,True,Accountant
EY Paraguay,accountants,b2b-professional,Av. Mariscal López 3794 &,"Av. Mariscal López 3794 &, Cruz Del Chaco, Asunción, Paraguay",-25.2947357,-57.5792521,+595 21 664 308,http://www.ey.com/,4.6,19,True,Corporate office
Empresa Consultora de Auditoría,accountants,b2b-professional,P97C+CC7,"P97C+CC7, Tacuary, Asunción 001219, Paraguay",-25.286474899999998,-57.628945099999996,+595 21 443 359,,5,1,False,Accounting
"A&CA ""Auditores & Consultores Asociados""",accountants,b2b-professional,Minas Cue Nº 697 y,"Minas Cue Nº 697 y, Luque 110901, Paraguay",-25.2765453,-57.491486699999996,+595 982 697628,https://www.aycauditores.com.py/,5,7,True,Corporate office
La Costa,clinics,health-wellness,Av. Gral. José Gervasio Artigas 1500,"Av. Gral. José Gervasio Artigas 1500, Asunción 001202, Paraguay",-25.2729386,-57.607288499999996,+595 21 217 1000,http://www.lacosta.com.py/,4,613,True,Private hospital
CLINICA BONNE SANTE,clinics,health-wellness,Avenida Proceres De Mayo E y Ana Diaz nro,"Avenida Proceres De Mayo E y Ana Diaz nro, Av. Dr. José Gaspar Rodriguez de Francia 242, Asunción, Paraguay",-25.3020586,-57.620726899999994,+595 21 329 0005,http://clinicabonnesante.com.py/,4.9,447,True,Medical Center
Clinica San Nicolás,clinics,health-wellness,Incas 3467,"Incas 3467, Asunción 001426, Paraguay",-25.3194181,-57.5772251,+595 984 102582,https://www.csn.com.py/,4.9,36,True,Medical clinic
Centro Médico Bautista,clinics,health-wellness,Avda. República Argentina y,"Avda. República Argentina y, Campos Cervera 635, Asunción, Paraguay",-25.2993976,-57.578587999999996,+595 21 688 9000,http://www.cmb.org.py/,4.1,361,True,Private hospital
La Costa Lynch,clinics,health-wellness,MCRW+59W,"MCRW+59W, Victor Heyn, Asunción 001418, Paraguay",-25.309431,-57.5540471,+595 21 658 3000,http://www.lacostalynch.com.py/,3.5,236,True,Hospital
Hospital Universitario Ntra. Ms. Asuncion,clinics,health-wellness,Eusebio Lilio,"Eusebio Lilio, Asunción 001409, Paraguay",-25.2926352,-57.5619058,+595 21 729 0042,http://hospitaluniversitario.edu.py/,3.4,110,True,University hospital
Clínica Dr.Valé - Asunción I Consultas médicas y Estudios,clinics,health-wellness,Vice Pdte. Sanchez 491 esquina,"Vice Pdte. Sanchez 491 esquina, Asunción 1535, Paraguay",-25.2956108,-57.613487899999996,+595 971 963000,,4,31,False,Medical clinic
Institute of Tropical Medicine,clinics,health-wellness,PCC4+RPC,"PCC4+RPC, Asunción 001535, Paraguay",-25.277939399999998,-57.593226099999995,+595 21 292 463,http://www.mspbs.gov.py/imt,4.3,172,True,Hospital
Villa Morra Migone clinic,clinics,health-wellness,Ulrico Schmidel esq,"Ulrico Schmidel esq, Asunción 001416, Paraguay",-25.297344199999998,-57.5728333,+595 21 218 2000,https://smm.com.py/,3.7,186,True,Medical Center
Consultorio de especialidades médicas,clinics,health-wellness,Eligio Ayala 1820 c,"Eligio Ayala 1820 c, Asunción 001224, Paraguay",-25.291807499999997,-57.6165697,+595 21 224 368,,4.8,8,False,Medical office
Clínica Santa Maria,clinics,health-wellness,Av. Dr. Guido Boggiani,"Av. Dr. Guido Boggiani, Asunción 001416, Paraguay",-25.2986339,-57.5738802,+595 21 664 664,http://www.clinicasantamaria.com.py/,2.9,26,True,Medical clinic
MEDICALTECH - Centro Paraguayo de Urología y Ginecología,clinics,health-wellness,Azara 1568 Esquina,"Azara 1568 Esquina, Asunción 001224, Paraguay",-25.2928827,-57.620661399999996,+595 976 998064,http://www.medicaltech.com.py/,4.9,41,True,Medical Center
CLÍNICA CRISTAL - Médica y Odontológica,clinics,health-wellness,Mayor Thomas Rufinelli Casi Palo Santo 0981130830 021297146,"Mayor Thomas Rufinelli Casi Palo Santo 0981130830 021297146, Asunción 2050, Paraguay",-25.239627799999997,-57.540410099999995,+595 21 297 146,,4.5,73,False,Medical clinic
Sanatorio Santa Barbara,clinics,health-wellness,Alejandro Ravizza 263,"Alejandro Ravizza 263, Asunción 001519, Paraguay",-25.2585181,-57.5811468,+595 21 299 388,,3.8,99,False,Hospital
CENTRO DE ESPECIALIDADES MÉDICAS,clinics,health-wellness,Brasil 165,"Brasil 165, Asunción 001218, Paraguay",-25.286275,-57.623115999999996,,,3.8,12,False,Doctor
Clínica La Esperanza,clinics,health-wellness,Teodoro S. Mongelós 1833,"Teodoro S. Mongelós 1833, Asunción 001224, Paraguay",-25.2968767,-57.6201109,+595 21 223 738,http://laesperanza.com.py/,4.8,27,True,Medical clinic
La Vero Clinic,clinics,health-wellness,Herrera 933,"Herrera 933, Asunción 001219, Paraguay",-25.2891302,-57.6287806,+595 21 452 400,http://www.lavero.com.py/,4.4,68,True,Medical clinic
Family Clinic CEPEP,clinics,health-wellness,Av. Perú 1284,"Av. Perú 1284, Asunción 001221, Paraguay",-25.299203199999997,-57.6266314,+595 982 283275,https://www.cepep.org.py/clinicas/asuncion/,3.9,94,True,Medical clinic
Sanatorio Americano,clinics,health-wellness,Av. España 935 c,"Av. España 935 c, Asunción 001209, Paraguay",-25.286288199999998,-57.615288899999996,+595 21 200 226,http://www.doctosalud.com.py/,4.4,59,True,Private hospital
Clínica Portas del Escudo,clinics,health-wellness,Asunción 001203,"354, Asunción 001203, Paraguay",-25.269114599999998,-57.597893299999996,+595 971 998699,https://www.instagram.com/portas_py/,4.6,12,True,Specialized clinic
Centro Médico Mónaco,clinics,health-wellness,Sacramento esq,"Sacramento esq, Liberacion 1244, San Lorenzo, Paraguay",-25.3686761,-57.518111,+595 971 540783,http://www.centromedicomonaco.com.py/,4.9,147,True,Medical Center
Centro Médico Corppolive,clinics,health-wellness,Santisimo Sacramento 3069,"Santisimo Sacramento 3069, Asunción 001519, Paraguay",-25.255341299999998,-57.577259299999994,+595 971 568547,,5,259,False,Medical Center
Azur Centro Médico,clinics,health-wellness,Avenida Lázaro Cárdenas,"Avenida Lázaro Cárdenas, Paraguay esquina, Lomas de las Flores, 24060 San Francisco de Campeche, Camp., Mexico",19.8170465,-90.5244757,+52 981 106 6206,,1,1,False,Medical Center
Centro Médico San Miguel,clinics,health-wellness,Barrio Victoria Gral. Díaz c/ 14 de Mayo,"Barrio Victoria Gral. Díaz c/ 14 de Mayo, 2770, Paraguay",-25.398758299999997,-57.286436599999995,+595 984 467636,https://instagram.com/centromedicosanmiguel53?igshid=OGQ5ZDc2ODk2ZA==,5,1,True,Medical Center
Clínica CETRO S.A.,clinics,health-wellness,33 Orientales esq,"33 Orientales esq, Asunción 001227, Paraguay",-25.2977562,-57.6089549,+595 21 225 305,https://www.facebook.com/CetroSA/,4.3,21,True,Medical Center
Centro Médico del Paraná,clinics,health-wellness,G927+J63,"G927+J63, Octavio Bosch, Cd. del Este 100128, Paraguay",-25.4984942,-54.6369586,,,5,5,False,Specialized hospital
Medvital Centro Médico Integral,clinics,health-wellness,MFGJ+HG,"MFGJ+HG, Av. Mariscal López Shopping Pinedo, Local 116 San Lorenzo, Av. Mariscal López y, San Lorenzo 0000, Paraguay",-25.323857999999998,-57.518856199999995,+595 974 569716,http://www.medvital.com.py/,3.5,116,True,Medical Center
Centro Médico Francés,clinics,health-wellness,Av. Eusebio Ayala 4870,"Av. Eusebio Ayala 4870, Asunción 001427, Paraguay",-25.317894,-57.5699258,+595 971 253000,https://linktr.ee/centromedicofrances,4.5,17,True,Medical Center
Cirujano Vascular Y Flebologo Especialista En Varices- Dr.Canata Paraguay,clinics,health-wellness,Av. Gral. Bernardino Caballero 729,"Av. Gral. Bernardino Caballero 729, Asunción 1849, Paraguay",-25.2998567,-57.6084162,+595 21 214 191,https://ecodopplerparaguay.com.py/,3.3,4,True,Medical Center
Centro Médico del Norte,clinics,health-wellness,Capiíbary,"330, Capiíbary, Paraguay",-24.7285515,-56.0175316,+595 972 230001,,5,1,False,Wellness center
Guaireño Medical Center,clinics,health-wellness,Pte. Franco,"Pte. Franco, Villarrica 040109, Paraguay",-25.7794341,-56.450401199999995,+595 541 42363,,3.8,92,False,Hospital
Centro Médico Alba,clinics,health-wellness,Av. Perú 421,"Av. Perú 421, Asunción 001224, Paraguay",-25.291391599999997,-57.6203668,+595 21 200 263,,4.7,3,False,Medical Center
Sanatorio Británico,clinics,health-wellness,Parapití 1155,"Parapití 1155, Asunción 1001, Paraguay",-25.294765299999998,-57.633014599999996,+595 21 379 8000,https://www.britanico.com.py/,3.3,410,True,Private hospital
"LifeCenter, Centro Médico",clinics,health-wellness,Cerro Corá 1363,"Cerro Corá 1363, Asunción 001220, Paraguay",-25.2908713,-57.622366899999996,+595 974 456601,https://www.medilifeparaguay.com/,5,8,True,Medical Center
Consultorios Medicos Asuncion de especialidades,clinics,health-wellness,Prol. Josefa Ortiz de Domínguez 745,"Prol. Josefa Ortiz de Domínguez 745, Jardines de Aguascalientes, 20270 Aguascalientes, Ags., Mexico",21.867208899999998,-102.2865155,+52 449 140 6540,,4.1,8,False,Medical office
Centro Médico la Asunción,clinics,health-wellness,100 m oeste de la Municipalidad de Curridabat,"100 m oeste de la Municipalidad de Curridabat, C. 91, San José, Curridabat, 11801, Costa Rica",9.915746799999999,-84.0367066,+506 2272 0808,http://centromedicoasuncion.com/,4.4,70,True,Medical Center
"Farmacia y Consultorios Médicos ""La Asunción""",clinics,health-wellness,Av. Cuauhtémoc Sur 2309,"Av. Cuauhtémoc Sur 2309, Xicotzingo, San Bernardino Tlaxcalancingo, 72820 San Bernardino Tlaxcalancingo, Pue., Mexico",19.017276499999998,-98.288218,,,5,6,False,Medical office
Consultorio medico asuncion,clinics,health-wellness,Av. Aeropuerto 141 Loc.2 Esq. Lago Azul,"Av. Aeropuerto 141 Loc.2 Esq. Lago Azul, Av Aeropuerto 141, Cd. Lago, Cd Lago, 57180 Cdad. Nezahualcóyotl, Méx., Mexico",19.4613959,-99.0433417,,,5,1,False,Doctor
Gomez Abente Construcciones,construction,trades-home-services,Prof. Emiliano Gómez Rios 1255,"Prof. Emiliano Gómez Rios 1255, Asunción 001527, Paraguay",-25.279437899999998,-57.565316499999994,+595 21 604 960,http://www.gomezabente.com.py/,4.7,133,True,Home builder
AGB Constructora S.A.,construction,trades-home-services,Quesada,"Quesada, Asunción 001412, Paraguay",-25.295857899999998,-57.5786976,+595 21 201 791,,4.9,57,False,Corporate office
TR CONSTRUCCIONES,construction,trades-home-services,E/ Y,"E/ Y, 33 Orientales &, Celsa Speratti, Asunción, Paraguay",-25.3003786,-57.6100615,+595 21 227 921,http://www.trconstrucciones.com.py/,4.2,33,True,Construction company
TECINCI,construction,trades-home-services,Av. Mariscal López 4877,"Av. Mariscal López 4877, Asunción 001407, Paraguay",-25.2992052,-57.567833099999994,+595 981 590000,http://www.tecinci.com.py/,4.7,70,True,Construction company
Dumot Construcciones,construction,trades-home-services,Avenida Ñu Guazú N° 336 entre,"Avenida Ñu Guazú N° 336 entre, Algodonal y, Asunción, Paraguay",-25.256249999999998,-57.5575913,+595 21 491 452,http://www.dumotconstrucciones.com.py/,4.8,65,True,Construction company
Sociedad Constructora Chaco,construction,trades-home-services,Parirí 1013 casi,"Parirí 1013 casi, Asunción 001518, Paraguay",-25.3148332,-57.6074979,+595 21 550 283,http://www.scc.com.py/,4.6,44,True,Construction company
MAFADO S.A.,construction,trades-home-services,Auditores de la Guerra del Chaco 169,"Auditores de la Guerra del Chaco 169, Asunción 001521, Paraguay",-25.2669641,-57.566178699999995,+595 21 284 050,http://mafado.com.py/,4.6,56,True,Construction company
Jimenez Gaona y Lima S.A.,construction,trades-home-services,Av. Gral. José Gervasio Artigas N° 3443,"Av. Gral. José Gervasio Artigas N° 3443, Asunción 001517, Paraguay",-25.259692299999998,-57.5891216,+595 21 210 686,http://www.jgl.com.py/,4.6,82,True,Construction company
Indigo Construcciones,construction,trades-home-services,Teniente Héctor Vera 1840,"Teniente Héctor Vera 1840, Asunción 001409, Paraguay",-25.289431,-57.570198999999995,+595 21 339 7367,http://www.indigoconstrucciones.com/,4.5,17,True,Construction company
DE Constructora SA,construction,trades-home-services,Dr. Bernardino Caballero 1239,"Dr. Bernardino Caballero 1239, Asunción 001409, Paraguay",-25.2925987,-57.5568634,+595 21 602 722,http://www.deconstructora.com.py/home/contactos.php,4.6,23,True,Corporate office
EDB Construcciones S.A.,construction,trades-home-services,Herrera,"Herrera, Asunción 001220, Paraguay",-25.2927827,-57.6227197,+595 21 214 368,,4.4,41,False,Construction company
Altea Desarrollos S.A,construction,trades-home-services,Facundo Machain 5952,"Facundo Machain 5952, Asunción 001415, Paraguay",-25.3089652,-57.5759584,+595 994 565690,https://alteadesarrollos.com.py/,4.8,31,True,Construction company
Constructora Chaves Hausman S.A,construction,trades-home-services,R.I.18 Pitiantuta 1476 CASI,"R.I.18 Pitiantuta 1476 CASI, Asunción 1876, Paraguay",-25.3143182,-57.572474199999995,+595 21 514 322,http://www.cchsa.com.py/,4.3,51,True,Construction company
Implenia Constructora,construction,trades-home-services,America esq,"America esq, Luque 110901, Paraguay",-25.2391497,-57.5085013,+595 21 728 5800,http://www.implenia.com.py/,4.5,14,True,Construction company
Somagec Paraguay,construction,trades-home-services,Teniente Malutín esquina,"Teniente Malutín esquina, Asunción 001411, Paraguay",-25.2907627,-57.578958099999994,+595 21 663 529,http://www.somagec.com.py/,4.6,38,True,Construction company
Aponte Latorre Constructora,construction,trades-home-services,John F. Kennedy,"John F. Kennedy, Asunción 001228, Paraguay",-25.3022292,-57.607737199999995,+595 981 257801,,4.4,40,False,Construction company
CDD CONSTRUCCIONES SA -CENTRAL,construction,trades-home-services,Curupayty 312 c,"Curupayty 312 c, Asunción 001218, Paraguay",-25.2893407,-57.622488399999995,+595 21 440 192,http://www.cddsa.com.py/,4.7,49,True,Construction company
Benitez Bittar Constructora,construction,trades-home-services,Ntra. Sra. del Carmen 1388,"Ntra. Sra. del Carmen 1388, Asunción 001529, Paraguay",-25.2822705,-57.5699553,+595 21 615 975,http://www.benitezbittar.com.py/,4.6,70,True,Construction company
Tecnoedil S.A. Constructora,construction,trades-home-services,Santisimo Sacramento N° 2265,"Santisimo Sacramento N° 2265, Asunción 001532, Paraguay",-25.2631812,-57.581928999999995,+595 21 291 947,http://www.tecnoedil.com.py/,4.6,134,True,Building firm
Constructora Viaplan S.A.,construction,trades-home-services,Ruta 6 214,"Ruta 6 214, Santa Rita 101309, Paraguay",-25.7585333,-55.061074399999995,+595 981 793195,http://www.viaplan.com.py/,4.7,47,True,Construction company
Constructora Asunción S.A. y Asociados,construction,trades-home-services,MCPW+XRX,"MCPW+XRX, Fernando de la Mora 110306, Paraguay",-25.3125023,-57.5528906,,,4.6,9,False,Construction company
Bauen,construction,trades-home-services,Av. Primer Presidente 2973,"Av. Primer Presidente 2973, Asunción 001522, Paraguay",-25.2630573,-57.558054299999995,+595 21 326 0790,http://www.bauen.com.py/,4.8,46,True,Construction company
A2 S.A.,construction,trades-home-services,Benjamín Banks 760,"Benjamín Banks 760, Asunción 001417, Paraguay",-25.3082308,-57.5664686,+595 21 602 585,http://www.a2.com.py/,4.7,16,True,Construction company
COPESA CONSTRUCCIONES S.A.,construction,trades-home-services,Lomas Valentinas 1372,"Lomas Valentinas 1372, Asunción 001222, Paraguay",-25.299829199999998,-57.6292039,+595 21 212 846,http://www.copesa.com.py/,4.7,20,True,Construction company
BAEK SZMUC Constructora,construction,trades-home-services,Independencia Nacional 1121 c,"Independencia Nacional 1121 c, Asunción 001102, Paraguay",-25.290128499999998,-57.638656999999995,+595 21 445 922,http://www.baekszmuc.com/,4.8,41,True,Construction company
WA Construcciones S.A.,construction,trades-home-services,Capitán Emeterio Miranda 257,"Capitán Emeterio Miranda 257, Asunción 001407, Paraguay",-25.2988355,-57.5658442,+595 21 663 044,http://www.wa.com.py/,4.7,45,True,Construction company
Equipo de Arquitectura,construction,trades-home-services,Zanotti Cavazzoni 160,"Zanotti Cavazzoni 160, Asunción 001207, Paraguay",-25.2908968,-57.598991299999994,+595 981 916439,http://equipodearquitectura.com/,4.8,5,True,Architecture firm
G+P Architects,construction,trades-home-services,Fortín Toledo 547 casi,"Fortín Toledo 547 casi, Asunción 1404, Paraguay",-25.2830832,-57.6165296,+595 21 234 315,http://www.gmasp.com.py/,4.7,43,True,Architect
Progetto arquitectura + diseño,construction,trades-home-services,San Salvador 214 Casi Brasilia,"San Salvador 214 Casi Brasilia, Capital Asuncion, 1439, Paraguay",-25.269342299999998,-57.596935699999996,+595 994 152500,,5,34,False,Architecture firm
Biocons Arquitectos,construction,trades-home-services,Tte. Jara Troche 347,"Tte. Jara Troche 347, Asunción 1545, Paraguay",-25.290108399999998,-57.6080172,+595 991 902202,http://www.biocons.com.py/,4.7,3,True,Architect
Delgado Arquitectos S.A.,construction,trades-home-services,P9CV+V7Q,"P9CV+V7Q, Asunción 001204, Paraguay",-25.2777921,-57.6067646,+595 21 205 648,,4.7,18,False,Construction company
Teca,construction,trades-home-services,Dr. Alejandro Davalos 445,"Dr. Alejandro Davalos 445, Asunción 001229, Paraguay",-25.295165299999997,-57.5951399,+595 986 343977,,4.9,14,False,Architecture firm
ESTUDIO PINDÚ S.R.L.,construction,trades-home-services,José De la Cruz Ayala 5987,"José De la Cruz Ayala 5987, Asunción 001415, Paraguay",-25.306651,-57.5754941,+595 993 533700,,4.2,38,False,Architect
"Facultad de Arquitectura, Diseño y Arte",construction,trades-home-services,Codigo,"Codigo, San Lorenzo 111421, Paraguay",-25.3346955,-57.516759,+595 21 585 558,http://www.fada.una.py/,4.6,398,True,Academic department
DAO Arquitectura,construction,trades-home-services,Mandarina N° 2046,"Mandarina N° 2046, Lambaré 2420, Paraguay",-25.320589899999998,-57.6098156,,http://instagram.com/dao.arquitectura,5,17,True,Architect
GOULD ARQUITECTURA,construction,trades-home-services,Teresa Lamas Carísimo,"Teresa Lamas Carísimo, Asunción 001420, Paraguay",-25.3106534,-57.5841694,+595 981 395703,,4.9,15,False,Architecture firm
Anderson Arquitectos e Ingenieros,construction,trades-home-services,Pirizal 1755 San Lorenzo,"Pirizal 1755 San Lorenzo, 2160, Paraguay",-25.3518267,-57.5500152,,https://www.facebook.com/andersonarquitectoseingenieros/,5,10,True,Architecture firm
Gonzalez Acosta & Asociados,construction,trades-home-services,Torre 2 Piso11,"Torre 2 Piso11, Avenida Aviadores del Chaco 2050 World Trade Center, Asunción, Paraguay",-25.284385999999998,-57.567283499999995,+595 21 338 9084,http://www.gaw.com.py/,4.6,38,True,Architecture firm
Gabinete de Arquitectura,construction,trades-home-services,M9XX+8H6,"M9XX+8H6, Félix de Azara, Asunción 001230, Paraguay",-25.3017054,-57.601096299999995,+595 21 233 184,,4.8,9,False,Architecture firm
OMCM Arquitectura y Urbanismo,construction,trades-home-services,Waldino Ramón Lovera 5775,"Waldino Ramón Lovera 5775, Asunción 001416, Paraguay",-25.301195999999997,-57.5751467,+595 992 265542,http://omcmarquitectos.com/,5,4,True,Architecture firm
Colegio de Arquitectos del Paraguay,construction,trades-home-services,P97H+2WF,"P97H+2WF, Asunción 001218, Paraguay",-25.2876484,-57.620138399999995,,,5,2,False,Association / Organization
Admen Arquitectura,construction,trades-home-services,Ricardo Marrero Mareco 3.418,"Ricardo Marrero Mareco 3.418, Asunción 1829, Paraguay",-25.288155999999997,-57.550301999999995,+595 981 889967,,4.8,44,False,Architecture firm
+P Arquitectura S.A.,construction,trades-home-services,Senador Huey Pierce Long 664,"Senador Huey Pierce Long 664, Asunción 001411, Paraguay",-25.2887,-57.5768577,,,4.6,5,False,Architecture firm
ARQTOP Arquitectura y Topografía,construction,trades-home-services,Av. Cacique Lambare 660,"Av. Cacique Lambare 660, Lambaré 110724, Paraguay",-25.3422482,-57.627603099999995,+595 992 239671,http://facebook.com/ArqTopArquitecturayTopografia/,4.6,18,True,Architect
Est Arquitectura,construction,trades-home-services,Alberdi 818,"Alberdi 818, Asunción 001013, Paraguay",-25.2853408,-57.6386949,+595 21 492 662,http://www.estarq.com.py/,5,2,True,Corporate office
Constructiva,construction,trades-home-services,Ernesto Báez,"Ernesto Báez, Cd. del Este 100161, Paraguay",-25.515146599999998,-54.6485577,+595 983 539513,http://www.constructiva.com.py/,4.6,11,True,Construction company
Centro Odontologico MEDIDENT,dentists,health-wellness,Av. Aviadores del Chaco 2875 casi,"Av. Aviadores del Chaco 2875 casi, Asunción 001526, Paraguay",-25.2800194,-57.559181499999994,+595 21 607 057,,4.3,58,False,Dental clinic
Clinical Odontoandrauss Assumption,dentists,health-wellness,Cerro Corá 489,"Cerro Corá 489, Asunción 001101, Paraguay",-25.285296499999998,-57.6321832,+595 985 522225,http://www.odontoandrauss.com.py/,4.7,118,True,Dental clinic
Odontología 3,dentists,health-wellness,Mariscal Estigarribia 1414 c/ Pa'i Perez,"Mariscal Estigarribia 1414 c/ Pa'i Perez, Mcal. Estigarribia, Asunción, Paraguay",-25.290086,-57.620977599999996,+595 21 200 175,http://www.odontologia3.com/,4.5,303,True,Dentist
Dr. Gaston Trossero - Odontología Avanzada,dentists,health-wellness,Victor Heyn 7207 esquina,"Victor Heyn 7207 esquina, Asunción 001417, Paraguay",-25.308533399999998,-57.558617299999995,+595 984 102984,https://gastontrossero.com/,5,155,True,Dental implants periodontist
Odonto Center Especialidades,dentists,health-wellness,Celsa Speratti,"Celsa Speratti, Asunción 001230, Paraguay",-25.3027734,-57.6007648,+595 983 535456,http://odontocenter.com.py/,4.9,107,True,Dental clinic
