name,vertical,category,city,address,lat,lng,phone,website,rating,total_reviews,has_website,types
MGT S.A. Seguros y Garantias,insurance,finance-insurance,PC9Q+683,"PC9Q+683, Piso 14, Av. Aviadores del Chaco, Asunción 001527, Paraguay",-25.281995799999997,-57.5617051,+595 21 609 500,,4.8,12,False,Insurance broker
BPS Corredora de Seguros S.A,insurance,finance-insurance,Av. Aviadores del Chaco 2050,"Av. Aviadores del Chaco 2050, Asunción 001410, Paraguay",-25.2848372,-57.567366,+595 21 338 9267,http://www.bps.com.py/,4.8,4,True,Insurance broker
Grupo Coasegurador RC Carretero Internacional,insurance,finance-insurance,Lugano 627,"Lugano 627, Asunción 001014, Paraguay",-25.2893288,-57.644041699999995,+595 986 904267,http://www.gruporc.com.py/,4.2,89,True,Insurance agency
PROVIDENZA Corredores y Consultores de Seguros,insurance,finance-insurance,Prof. Francisco Chávez 156 esq,"Prof. Francisco Chávez 156 esq, Asunción 001530, Paraguay",-25.2847926,-57.5873597,+595 981 528156,http://www.providenza.com.py/,4,4,True,Insurance broker
INBROKER,insurance,finance-insurance,PC66+M92,"PC66+M92, Asunción 001411, Paraguay",-25.288366699999997,-57.5891132,+595 21 609 026,,5,1,False,Corporate office
Más Seguros - Corredores & Asesores,insurance,finance-insurance,PC22+24H,"PC22+24H, 25 de Mayo 3722 y Gaudioso Nuñez, Barrio Mburicao, Asunción 001229, Paraguay",-25.299928899999998,-57.5996465,+595 21 327 4988,http://www.masseguros.com.py/,5,2,True,Auto insurance agency
GLOBAL BROKER Corredora de Seguros,insurance,finance-insurance,Sucre 2527,"Sucre 2527, Asunción 001407, Paraguay",-25.2934079,-57.563390999999996,+595 985 726641,,5,2,False,Insurance broker
Corredora,insurance,finance-insurance,PF22+VPX,"PF22+VPX, Virgen de Caacupe, Asunción 001404, Paraguay",-25.2977545,-57.5481475,,,,0,False,Insurance broker
AIB Seguros,insurance,finance-insurance,Av. Dr. Guido Boggiani,"Av. Dr. Guido Boggiani, Asunción 001416, Paraguay",-25.2984473,-57.575145,+595 21 211 513,http://www.aib.com.py/,4.2,20,True,Insurance broker
Broker Codas Seguros,insurance,finance-insurance,O'higgins 979 casi,"O'higgins 979 casi, Asunción 001409, Paraguay",-25.2866407,-57.573119399999996,+595 981 191773,https://www.brokercodas.com.py/,4.5,18,True,Insurance agency
SEGURA ASESORES DE SEGUROS,insurance,finance-insurance,Av. Médicos del Chaco 3043,"Av. Médicos del Chaco 3043, Asunción 001423, Paraguay",-25.319861099999997,-57.5994761,+595 974 141633,,5,2,False,Insurance broker
