name,vertical,category,city,address,lat,lng,phone,website,rating,total_reviews,has_website,types
Benitez Bittar Constructora,construction,trades-home-services,Ntra. Sra. del Carmen 1388,"Ntra. Sra. del Carmen 1388, Asunción 001529, Paraguay",-25.2822705,-57.5699553,+595 21 615 975,http://www.benitezbittar.com.py/,4.6,70,True,Construction company
Tecnoedil S.A. Constructora,construction,trades-home-services,Santisimo Sacramento N° 2265,"Santisimo Sacramento N° 2265, Asunción 001532, Paraguay",-25.2631812,-57.581928999999995,+595 21 291 947,http://www.tecnoedil.com.py/,4.6,134,True,Building firm
Constructora Viaplan S.A.,construction,trades-home-services,Ruta 6 214,"Ruta 6 214, Santa Rita 101309, Paraguay",-25.7585333,-55.061074399999995,+595 981 793195,http://www.viaplan.com.py/,4.7,47,True,Construction company
Constructora Asunción S.A. y Asociados,construction,trades-home-services,MCPW+XRX,"MCPW+XRX, Fernando de la Mora 110306, Paraguay",-25.3125023,-57.5528906,,,4.6,9,False,Construction company
Bauen,construction,trades-home-services,Av. Primer Presidente 2973,"Av. Primer Presidente 2973, Asunción 001522, Paraguay",-25.2630573,-57.558054299999995,+595 21 326 0790,http://www.bauen.com.py/,4.8,46,True,Construction company
A2 S.A.,construction,trades-home-services,Benjamín Banks 760,"Benjamín Banks 760, Asunción 001417, Paraguay",-25.3082308,-57.5664686,+595 21 602 585,http://www.a2.com.py/,4.7,16,True,Construction company
COPESA CONSTRUCCIONES S.A.,construction,trades-home-services,Lomas Valentinas 1372,"Lomas Valentinas 1372, Asunción 001222, Paraguay",-25.299829199999998,-57.6292039,+595 21 212 846,http://www.copesa.com.py/,4.7,20,True,Construction company
BAEK SZMUC Constructora,construction,trades-home-services,Independencia Nacional 1121 c,"Independencia Nacional 1121 c, Asunción 001102, Paraguay",-25.290128499999998,-57.638656999999995,+595 21 445 922,http://www.baekszmuc.com/,4.8,41,True,Construction company
WA Construcciones S.A.,construction,trades-home-services,Capitán Emeterio Miranda 257,"Capitán Emeterio Miranda 257, Asunción 001407, Paraguay",-25.2988355,-57.5658442,+595 21 663 044,http://www.wa.com.py/,4.7,45,True,Construction company
Equipo de Arquitectura,construction,trades-home-services,Zanotti Cavazzoni 160,"Zanotti Cavazzoni 160, Asunción 001207, Paraguay",-25.2908968,-57.598991299999994,+595 981 916439,http://equipodearquitectura.com/,4.8,5,True,Architecture firm
G+P Architects,construction,trades-home-services,Fortín Toledo 547 casi,"Fortín Toledo 547 casi, Asunción 1404, Paraguay",-25.2830832,-57.6165296,+595 21 234 315,http://www.gmasp.com.py/,4.7,43,True,Architect
Progetto arquitectura + diseño,construction,trades-home-services,San Salvador 214 Casi Brasilia,"San Salvador 214 Casi Brasilia, Capital Asuncion, 1439, Paraguay",-25.269342299999998,-57.596935699999996,+595 994 152500,,5,34,False,Architecture firm
Biocons Arquitectos,construction,trades-home-services,Tte. Jara Troche 347,"Tte. Jara Troche 347, Asunción 1545, Paraguay",-25.290108399999998,-57.6080172,+595 991 902202,http://www.biocons.com.py/,4.7,3,True,Architect
Delgado Arquitectos S.A.,construction,trades-home-services,P9CV+V7Q,"P9CV+V7Q, Asunción 001204, Paraguay",-25.2777921,-57.6067646,+595 21 205 648,,4.7,18,False,Construction company
Teca,construction,trades-home-services,Dr. Alejandro Davalos 445,"Dr. Alejandro Davalos 445, Asunción 001229, Paraguay",-25.295165299999997,-57.5951399,+595 986 343977,,4.9,14,False,Architecture firm
ESTUDIO PINDÚ S.R.L.,construction,trades-home-services,José De la Cruz Ayala 5987,"José De la Cruz Ayala 5987, Asunción 001415, Paraguay",-25.306651,-57.5754941,+595 993 533700,,4.2,38,False,Architect
"Facultad de Arquitectura, Diseño y Arte",construction,trades-home-services,Codigo,"Codigo, San Lorenzo 111421, Paraguay",-25.3346955,-57.516759,+595 21 585 558,http://www.fada.una.py/,4.6,398,True,Academic department
DAO Arquitectura,construction,trades-home-services,Mandarina N° 2046,"Mandarina N° 2046, Lambaré 2420, Paraguay",-25.320589899999998,-57.6098156,,http://instagram.com/dao.arquitectura,5,17,True,Architect
GOULD ARQUITECTURA,construction,trades-home-services,Teresa Lamas Carísimo,"Teresa Lamas Carísimo, Asunción 001420, Paraguay",-25.3106534,-57.5841694,+595 981 395703,,4.9,15,False,Architecture firm
Anderson Arquitectos e Ingenieros,construction,trades-home-services,Pirizal 1755 San Lorenzo,"Pirizal 1755 San Lorenzo, 2160, Paraguay",-25.3518267,-57.5500152,,https://www.facebook.com/andersonarquitectoseingenieros/,5,10,True,Architecture firm
Gonzalez Acosta & Asociados,construction,trades-home-services,Torre 2 Piso11,"Torre 2 Piso11, Avenida Aviadores del Chaco 2050 World Trade Center, Asunción, Paraguay",-25.284385999999998,-57.567283499999995,+595 21 338 9084,http://www.gaw.com.py/,4.6,38,True,Architecture firm
Gabinete de Arquitectura,construction,trades-home-services,M9XX+8H6,"M9XX+8H6, Félix de Azara, Asunción 001230, Paraguay",-25.3017054,-57.601096299999995,+595 21 233 184,,4.8,9,False,Architecture firm
OMCM Arquitectura y Urbanismo,construction,trades-home-services,Waldino Ramón Lovera 5775,"Waldino Ramón Lovera 5775, Asunción 001416, Paraguay",-25.301195999999997,-57.5751467,+595 992 265542,http://omcmarquitectos.com/,5,4,True,Architecture firm
Colegio de Arquitectos del Paraguay,construction,trades-home-services,P97H+2WF,"P97H+2WF, Asunción 001218, Paraguay",-25.2876484,-57.620138399999995,,,5,2,False,Association / Organization
Admen Arquitectura,construction,trades-home-services,Ricardo Marrero Mareco 3.418,"Ricardo Marrero Mareco 3.418, Asunción 1829, Paraguay",-25.288155999999997,-57.550301999999995,+595 981 889967,,4.8,44,False,Architecture firm
+P Arquitectura S.A.,construction,trades-home-services,Senador Huey Pierce Long 664,"Senador Huey Pierce Long 664, Asunción 001411, Paraguay",-25.2887,-57.5768577,,,4.6,5,False,Architecture firm
ARQTOP Arquitectura y Topografía,construction,trades-home-services,Av. Cacique Lambare 660,"Av. Cacique Lambare 660, Lambaré 110724, Paraguay",-25.3422482,-57.627603099999995,+595 992 239671,http://facebook.com/ArqTopArquitecturayTopografia/,4.6,18,True,Architect
Est Arquitectura,construction,trades-home-services,Alberdi 818,"Alberdi 818, Asunción 001013, Paraguay",-25.2853408,-57.6386949,+595 21 492 662,http://www.estarq.com.py/,5,2,True,Corporate office
Constructiva,construction,trades-home-services,Ernesto Báez,"Ernesto Báez, Cd. del Este 100161, Paraguay",-25.515146599999998,-54.6485577,+595 983 539513,http://www.constructiva.com.py/,4.6,11,True,Construction company
