name,country,vertical,category,city,address,lat,lng,phone,website,rating,total_reviews,has_website,types
Pedro e Alves de Lima Advogados,br,lawyers,b2b-professional,Av. Vital Brasil,"Av. Vital Brasil, 177 - Butantã, São Paulo - SP, 05503-001, Brazil",-23.5723473,-46.7061077,+55 11 94839-6076,http://www.pedroalvesdelima.com.br/,5,45,True,Legal services
ECIJA abogados,br,lawyers,b2b-professional,R. Oscar Freire,"R. Oscar Freire, 379 - 4º e - 13º andares, São Paulo - SP, 01426-001, Brazil",-23.566571,-46.665592,+55 11 3062-2607,https://ecija.com/pt/presencia-global/brasil/,,0,True,Attorney
Modaelli Advogados Associados,br,lawyers,b2b-professional,Av. Paulista,"Av. Paulista, 807 - 14º Andar - CJ 1416 e 1417 - Cerqueira César, São Paulo - SP, 01311-100, Brazil",-23.566564099999997,-46.650928,+55 11 94281-9611,http://www.modaelliadvogados.com/,4.9,279,True,Legal services
L.O. Baptista Advogados,br,lawyers,b2b-professional,Av. Paulista,"Av. Paulista, 1294 - 8º andar - Bela Vista, São Paulo - SP, 01310-100, Brazil",-23.5627891,-46.6537681,+55 11 3147-0800,http://www.baptista.com.br/,4.8,31,True,Legal services
ADVOGADO IMIGRAÇÃO - Douglas Junior Dos Santos - Escritório Próximo ao Metrô República no Centro de São Paulo - Brasil,br,lawyers,b2b-professional,Lg. do Paissandú,"Lg. do Paissandú, 51 - CONJUNTO 408 - Centro Histórico de São Paulo, São Paulo - SP, 01034-010, Brazil",-23.542755,-46.6386684,+55 11 91197-0210,,4.9,105,False,Immigration attorney
Said Maani Advogado Especializado em Dívidas Bancárias,br,lawyers,b2b-professional,Av. Diógenes Ribeiro de Lima,"Av. Diógenes Ribeiro de Lima, 2000 - bloco 21, ap 07 - Alto de Pinheiros, São Paulo - SP, 05458-001, Brazil",-23.5425701,-46.715778799999995,+55 11 95570-9025,http://www.maaniadvogados.com.br/,5,44,True,Legal services
"HSLAW - Hasson Sayeg, Novaes e Venturole Advogados",br,lawyers,b2b-professional,Rua Itaquera,"Rua Itaquera, 384 - Pacaembu, São Paulo - SP, 01246-030, Brazil",-23.551777299999998,-46.6650181,+55 11 2133-7777,http://www.hslaw.com.br/,4.9,44,True,Law firm
Dias de Souza Advogados Associados,br,lawyers,b2b-professional,Av. Brasil,"Av. Brasil, 1575 - Jardim America, São Paulo - SP, 01431-001, Brazil",-23.5691037,-46.672751,+55 11 3069-4277,http://www.dsa.com.br/,4.8,25,True,Law firm
Paiva & Andre Sociedade de Advogados,br,lawyers,b2b-professional,Av. Paulista,"Av. Paulista, 726 - 17º andar - Bela Vista, São Paulo - SP, 01310-910, Brazil",-23.5665516,-46.6495274,+55 11 96315-3374,https://www.paivaeandre.com.br/,5,128,True,Legal services
Sperling Advogados,br,lawyers,b2b-professional,Av. Nove de Julho,"Av. Nove de Julho, 4939 - Jardim Paulista, São Paulo - SP, 01407-100, Brazil",-23.5774901,-46.6731799,+55 11 3704-0788,http://www.sperling.adv.br/,4.8,16,True,Legal services
Solimene Sociedade de Advocacia,br,lawyers,b2b-professional,Av. Paulista,"Av. Paulista, 2028 - Décimo-primeiro andar - Bela Vista, São Paulo - SP, 01310-927, Brazil",-23.5585466,-46.659161499999996,+55 11 3079-1837,https://www.mariosolimene.com/,4.7,117,True,Legal services
Figueiredo Sociedade de Advogados,br,lawyers,b2b-professional,Avenida Paulista,"Avenida Paulista, 1765, 7° andar, Conj. 72 CV 8908, Bela Vista, São Paulo - SP, 01311-200, Brazil",-23.560763599999998,-46.6578485,+55 11 94745-3744,https://figueiredoadvogados.com.br/,5,1295,True,Labor relations attorney
Salgado Junior Sociedade de Advogados,br,lawyers,b2b-professional,R. da Consolação,"R. da Consolação, 59 - Centro Histórico de São Paulo, São Paulo - SP, 01301-000, Brazil",-23.548019,-46.6419292,+55 11 3155-5533,http://salgadojunior.com.br/,4.7,1600,True,Social security attorney
SS OFFICE,br,lawyers,b2b-professional,Av. Paulista,"Av. Paulista, 1745 - Bela Vista, São Paulo - SP, 01311-200, Brazil",-23.560840199999998,-46.6575255,+55 11 2679-5021,,5,1,False,Business to business service
ACS Advocacia,br,lawyers,b2b-professional,Em frente à estação de metrô Faria Lima,"Em frente à estação de metrô Faria Lima, R. Teodoro Sampaio, 2767 - cj 73 - Pinheiros, São Paulo - SP, 05405-250, Brazil",-23.5679633,-46.6940981,+55 11 94846-1111,https://advocaciaacs.com.br/,4.9,435,True,Labor relations attorney
Flávio Monteiro de Barros | Escritório de Advocacia em São Paulo,br,lawyers,b2b-professional,Av. Paulista,"Av. Paulista, 925 - cj.11, 1º andar - Bela Vista, São Paulo - SP, 01311-100, Brazil",-23.5658343,-46.6517264,+55 11 93224-0116,https://advfmb.com.br/,4.7,36,True,Legal services
Onesti Advogados,br,lawyers,b2b-professional,Av. Paulista,"Av. Paulista, 91 - 1º andar, 101 - Bela Vista, São Paulo - SP, 01311-000, Brazil",-23.5704627,-46.6456716,+55 11 3262-4647,http://www.onestiadvogados.com.br/,5,101,True,Legal services
Precioso Advogados - Escritório de Advocacia SP,br,lawyers,b2b-professional,Rua Atílio Piffer,"Rua Atílio Piffer, 291 - Casa Verde, São Paulo - SP, 02516-000, Brazil",-23.5120568,-46.6604726,+55 11 93318-3216,https://www.preciosoadvogados.com.br/,4.6,11,True,Legal services
Advogado Zona Norte SP | Marcos Viveiro Advogados,br,lawyers,b2b-professional,Av. Gen. Ataliba Leonel,"Av. Gen. Ataliba Leonel, 2594 - Parada Inglesa, São Paulo - SP, 02242-000, Brazil",-23.4932555,-46.609338199999996,+55 11 97341-3643,https://www.marcosviveiroadvocacia.com/,4.9,332,True,Attorney
Rodrigo Correa Advocacia,br,lawyers,b2b-professional,Av. da Liberdade,"Av. da Liberdade, 1000 - 4° Andar – Sala 403 - Liberdade, São Paulo - SP, 01502-001, Brazil",-23.561321,-46.639078999999995,+55 11 3188-2100,http://www.rodrigocorreaadvogados.com.br/,4.9,187,True,Law firm
️Caio Desbrousses Advogado Especialista em Blindagem Jurídica para Profissionais da Segurança Pública.,br,lawyers,b2b-professional,Alameda Santos,"Alameda Santos, 647 - conjunto 11 - Jardim Paulista, São Paulo - SP, 01419-001, Brazil",-23.5684787,-46.6502603,+55 11 97100-8625,http://www.caiogdm.com.br/,5,7,True,Attorney
Angelo Mestriner Escritório de Advocacia e Consultoria Jurídica,br,lawyers,b2b-professional,Av. Paulista,"Av. Paulista, 726 - Bela Vista, São Paulo - SP, 01310-910, Brazil",-23.566612,-46.64957,+55 11 5504-1941,https://www.angelomestriner.adv.br/,5,41,True,Family law attorney
"Rosenbaum Advogados - Especialistas em Planos de Saúde, Companhias Aéreas, Golpes Financeiros e Seguros",br,lawyers,b2b-professional,Av. Paulista,"Av. Paulista, 2300 - A 2378 - Consolação, São Paulo - SP, 01310-300, Brazil",-23.5566781,-46.660840799999995,+55 11 3181-5581,https://www.rosenbaum.adv.br/,4.9,1416,True,Law firm
Advogado São Paulo | Bueno De Miranda Advocacia | Especialista em Direito Bancário,br,lawyers,b2b-professional,R. Aureliano Guimarães,"R. Aureliano Guimarães, 172 - sala 205 - Vila Andrade, São Paulo - SP, 05727-160, Brazil",-23.628208299999997,-46.7375195,+55 11 95681-3478,https://buenodemiranda.com/d/,4.3,11,True,Legal services
Veirano Advogados,br,lawyers,b2b-professional,Av. Brig. Faria Lima,"Av. Brig. Faria Lima, 3477 - 16º andar - Itaim Bibi, São Paulo - SP, 04538-133, Brazil",-23.5867294,-46.6818417,+55 11 2313-5700,https://www.veirano.com.br/,4.7,56,True,Legal services
Ribeiro e Credidio Advogados,br,lawyers,b2b-professional,R. Líbero Badaró,"R. Líbero Badaró, 158 - 20 andar - Centro Histórico de São Paulo, São Paulo - SP, 01008-904, Brazil",-23.5481993,-46.6370556,+55 11 3444-6565,http://www.ribeirocredidio.com.br/,4.6,56,True,Attorney
Battaglia & Pedrosa Advogados,br,lawyers,b2b-professional,R. Funchal,"R. Funchal, 573 - Conjunto 51/52 - Vila Olímpia, São Paulo - SP, 04551-060, Brazil",-23.595744999999997,-46.690284,+55 11 99504-9829,https://bpadvogados.com.br/,5,58,True,Legal services
Demarest Lawyers São Paulo,br,lawyers,b2b-professional,Av. Pedroso de Morais,"Av. Pedroso de Morais, 1201 - Pinheiros, São Paulo - SP, 05419-001, Brazil",-23.5609318,-46.6940509,+55 11 3356-1800,http://www.demarest.com.br/,4.8,23,True,Attorney
Simões Caseiro Advogados,br,lawyers,b2b-professional,Rua Groenlândia,"Rua Groenlândia, 1187 - Jardim America, São Paulo - SP, 01434-100, Brazil",-23.5736945,-46.6737365,+55 11 3101-9525,https://tsalaw.com.br/,4.9,63,True,Legal services
Bueno Tax Lawyers,br,lawyers,b2b-professional,R. Pais Leme,"R. Pais Leme, 524 - 10º andar - Pinheiros, São Paulo - SP, 05424-010, Brazil",-23.567893899999998,-46.701501099999994,+55 11 96596-8989,http://www.bueno.tax/,5,7,True,Legal services
Salles Nogueira Advogados,br,lawyers,b2b-professional,Av. Paulista,"Av. Paulista, 901 - 13° Andar - Jardim Paulista, São Paulo - SP, 01311-100, Brazil",-23.5659112,-46.6517838,+55 11 5196-6040,https://sallesnogueira.com.br/,4.9,56,True,Legal services
ADVOGADA ESPECIALISTA EM DIREITO DE FAMÍLIA - ANDREIA PEREIRA ADVOGADOS,br,lawyers,b2b-professional,Av. Paulista,"Av. Paulista, 1765 - Bela Vista, São Paulo - SP, 01311-930, Brazil",-23.560763599999998,-46.6578485,+55 11 93805-2851,https://andreiapereiraadvogados.com.br/advocacia-especializada-familiar/,5,9,True,Legal services
"Lexjuris - Abogados en Caracas, Venezuela",br,lawyers,b2b-professional,Avenida Principal El Bosque,"Avenida Principal El Bosque, Edificio Eiffel, Piso !, Oficina 2, Chacaito Caracas, 1010, Distrito Capital, Venezuela",10.4916925,-66.8684201,+58 414-5262077,https://www.lexjurisabogados.com/,4.9,137,True,Legal affairs bureau
Custódio Advocacia,br,lawyers,b2b-professional,Av. Paulista,"Av. Paulista, 2006 - 12° Andar, Sala 1207 - Bela Vista, São Paulo - SP, 01310-200, Brazil",-23.5588046,-46.659037399999995,+55 11 95023-6181,https://advcustodio.com.br/,5,29,True,Legal services
Cezar Ferreira e Canton,br,lawyers,b2b-professional,R. Boa Vista,"R. Boa Vista, 254 - 419 - Centro Histórico de São Paulo, São Paulo - SP, 01014-000, Brazil",-23.5454437,-46.6334582,+55 11 3241-0744,,4.5,2,False,Attorney
Rabbit and Morello Lawyers,br,lawyers,b2b-professional,Av. das Nações Unidas,"Av. das Nações Unidas, 11857 - Brooklin, São Paulo - SP, 04578-908, Brazil",-23.6038425,-46.6956838,+55 11 3879-2777,http://www.coelhomorello.com.br/,3.2,40,True,Attorney
Pellegrina & Monteiro Advogados,br,lawyers,b2b-professional,Av. Pres. Juscelino Kubitschek,"Av. Pres. Juscelino Kubitschek, 1726 - salas 181/183 - Vila Nova Conceição, São Paulo - SP, 04543-000, Brazil",-23.591136199999998,-46.685713199999995,+55 11 3145-2727,https://www.pellegrinaemonteiro.com.br/,4.5,24,True,Legal services
"Badaró, Falk e Maximo Advogados",br,lawyers,b2b-professional,Av. Brig. Faria Lima,"Av. Brig. Faria Lima, 3311 - cj. 62 - Itaim Bibi, São Paulo - SP, 04538-133, Brazil",-23.5847037,-46.682781899999995,+55 11 3079-5357,http://www.badaroadvogados.com.br/,3.8,4,True,Legal services
"Simões, Ribeiro, Bernardini & Furiati Advogados",br,lawyers,b2b-professional,R. Hungria,"R. Hungria, 620 - 7 andar - Pinheiros, São Paulo - SP, 01455-000, Brazil",-23.5814822,-46.6923143,+55 11 5990-4055,http://www.simoesribeiro.com.br/,5,1,True,Legal services
